Date,Close
1/3/2022 16:00:00,145.07
1/4/2022 16:00:00,144.42
1/5/2022 16:00:00,137.65
1/6/2022 16:00:00,137.55
1/7/2022 16:00:00,137
1/10/2022 16:00:00,138.57
1/11/2022 16:00:00,140.02
1/12/2022 16:00:00,141.65
1/13/2022 16:00:00,139.13
1/14/2022 16:00:00,139.79
1/18/2022 16:00:00,136.29
1/19/2022 16:00:00,135.65
1/20/2022 16:00:00,133.51
1/21/2022 16:00:00,130.09
1/24/2022 16:00:00,130.37
1/25/2022 16:00:00,126.74
1/26/2022 16:00:00,129.24
1/27/2022 16:00:00,129.12
1/28/2022 16:00:00,133.29
1/31/2022 16:00:00,135.7
2/1/2022 16:00:00,137.88
2/2/2022 16:00:00,148.04
2/3/2022 16:00:00,142.65
2/4/2022 16:00:00,143.02
2/7/2022 16:00:00,138.94
2/8/2022 16:00:00,139.21
2/9/2022 16:00:00,141.45
2/10/2022 16:00:00,138.6
2/11/2022 16:00:00,134.13
2/14/2022 16:00:00,135.3
2/15/2022 16:00:00,136.43
2/16/2022 16:00:00,137.49
2/17/2022 16:00:00,132.31
2/18/2022 16:00:00,130.47
2/22/2022 16:00:00,129.4
2/23/2022 16:00:00,127.59
2/24/2022 16:00:00,132.67
2/25/2022 16:00:00,134.52
2/28/2022 16:00:00,134.89
3/1/2022 16:00:00,134.17
3/2/2022 16:00:00,134.75
3/3/2022 16:00:00,134.31
3/4/2022 16:00:00,132.12
3/7/2022 16:00:00,126.46
3/8/2022 16:00:00,127.28
3/9/2022 16:00:00,133.87
3/10/2022 16:00:00,132.68
3/11/2022 16:00:00,130.48
3/14/2022 16:00:00,126.74
3/15/2022 16:00:00,129.66
3/16/2022 16:00:00,133.69
3/17/2022 16:00:00,134.6
3/18/2022 16:00:00,136.8
3/21/2022 16:00:00,136.48
3/22/2022 16:00:00,140.28
3/23/2022 16:00:00,138.5
3/24/2022 16:00:00,141.31
3/25/2022 16:00:00,141.52
3/28/2022 16:00:00,141.95
3/29/2022 16:00:00,143.25
3/30/2022 16:00:00,142.64
3/31/2022 16:00:00,139.65
4/1/2022 16:00:00,140.7
4/4/2022 16:00:00,143.64
4/5/2022 16:00:00,141.06
4/6/2022 16:00:00,137.18
4/7/2022 16:00:00,136.47
4/8/2022 16:00:00,134.01
4/11/2022 16:00:00,129.8
4/12/2022 16:00:00,128.37
4/13/2022 16:00:00,130.29
4/14/2022 16:00:00,127.25
4/18/2022 16:00:00,127.96
4/19/2022 16:00:00,130.53
4/20/2022 16:00:00,128.25
4/21/2022 16:00:00,124.94
4/22/2022 16:00:00,119.61
4/25/2022 16:00:00,123.25
4/26/2022 16:00:00,119.51
4/27/2022 16:00:00,115.02
4/28/2022 16:00:00,119.41
4/29/2022 16:00:00,114.97
5/2/2022 16:00:00,117.16
5/3/2022 16:00:00,118.13
5/4/2022 16:00:00,122.58
5/5/2022 16:00:00,116.75
5/6/2022 16:00:00,115.66
5/9/2022 16:00:00,113.08
5/10/2022 16:00:00,114.58
5/11/2022 16:00:00,113.96
5/12/2022 16:00:00,113.16
5/13/2022 16:00:00,116.52
5/16/2022 16:00:00,114.79
5/17/2022 16:00:00,116.7
5/18/2022 16:00:00,112.4
5/19/2022 16:00:00,110.75
5/20/2022 16:00:00,109.31
5/23/2022 16:00:00,111.67
5/24/2022 16:00:00,105.93
5/25/2022 16:00:00,105.84
5/26/2022 16:00:00,108.3
5/27/2022 16:00:00,112.8
5/31/2022 16:00:00,114.04
6/1/2022 16:00:00,114.14
6/2/2022 16:00:00,117.75
6/3/2022 16:00:00,114.56
6/6/2022 16:00:00,117.01
6/7/2022 16:00:00,117.23
6/8/2022 16:00:00,117.24
6/9/2022 16:00:00,114.92
6/10/2022 16:00:00,111.43
6/13/2022 16:00:00,106.88
6/14/2022 16:00:00,107.19
6/15/2022 16:00:00,110.39
6/16/2022 16:00:00,106.64
6/17/2022 16:00:00,107.87
6/21/2022 16:00:00,112.02
6/22/2022 16:00:00,112.03
6/23/2022 16:00:00,112.68
6/24/2022 16:00:00,118.54
6/27/2022 16:00:00,116.62
6/28/2022 16:00:00,112.57
6/29/2022 16:00:00,112.26
6/30/2022 16:00:00,109.37
7/1/2022 16:00:00,109.08
7/5/2022 16:00:00,113.89
7/6/2022 16:00:00,115.21
7/7/2022 16:00:00,119.31
7/8/2022 16:00:00,120.17
7/11/2022 16:00:00,116.52
7/12/2022 16:00:00,114.85
7/13/2022 16:00:00,112.19
7/14/2022 16:00:00,111.44
7/15/2022 16:00:00,112.77
7/18/2022 16:00:00,109.91
7/19/2022 16:00:00,114.62
7/20/2022 16:00:00,114.7
7/21/2022 16:00:00,115.04
7/22/2022 16:00:00,108.36
7/25/2022 16:00:00,108.21
7/26/2022 16:00:00,105.44
7/27/2022 16:00:00,113.6
7/28/2022 16:00:00,114.59
7/29/2022 16:00:00,116.64
8/1/2022 16:00:00,115.48
8/2/2022 16:00:00,115.9
8/3/2022 16:00:00,118.78
8/4/2022 16:00:00,118.87
8/5/2022 16:00:00,118.22
8/8/2022 16:00:00,118.14
8/9/2022 16:00:00,117.5
8/10/2022 16:00:00,120.65
8/11/2022 16:00:00,119.82
8/12/2022 16:00:00,122.65
8/15/2022 16:00:00,122.88
8/16/2022 16:00:00,122.51
8/17/2022 16:00:00,120.32
8/18/2022 16:00:00,120.86
8/19/2022 16:00:00,118.12
8/22/2022 16:00:00,115.07
8/23/2022 16:00:00,114.77
8/24/2022 16:00:00,114.7
8/25/2022 16:00:00,117.7
8/26/2022 16:00:00,111.3
8/29/2022 16:00:00,110.34
8/30/2022 16:00:00,109.91
8/31/2022 16:00:00,109.15
9/1/2022 16:00:00,110.55
9/2/2022 16:00:00,108.68
9/6/2022 16:00:00,107.48
9/7/2022 16:00:00,110.48
9/8/2022 16:00:00,109.42
9/9/2022 16:00:00,111.78
9/12/2022 16:00:00,111.87
9/13/2022 16:00:00,105.31
9/14/2022 16:00:00,105.87
9/15/2022 16:00:00,103.9
9/16/2022 16:00:00,103.63
9/19/2022 16:00:00,103.85
9/20/2022 16:00:00,101.83
9/21/2022 16:00:00,100.01
9/22/2022 16:00:00,100.57
9/23/2022 16:00:00,99.17
9/26/2022 16:00:00,98.81
9/27/2022 16:00:00,98.09
9/28/2022 16:00:00,100.74
9/29/2022 16:00:00,98.09
9/30/2022 16:00:00,96.15
10/3/2022 16:00:00,99.3
10/4/2022 16:00:00,102.41
10/5/2022 16:00:00,102.22
10/6/2022 16:00:00,102.24
10/7/2022 16:00:00,99.57
10/10/2022 16:00:00,98.71
10/11/2022 16:00:00,98.05
10/12/2022 16:00:00,98.3
10/13/2022 16:00:00,99.71
10/14/2022 16:00:00,97.18
10/17/2022 16:00:00,100.78
10/18/2022 16:00:00,101.39
10/19/2022 16:00:00,100.29
10/20/2022 16:00:00,100.53
10/21/2022 16:00:00,101.48
10/24/2022 16:00:00,102.97
10/25/2022 16:00:00,104.93
10/26/2022 16:00:00,94.82
10/27/2022 16:00:00,92.6
10/28/2022 16:00:00,96.58
10/31/2022 16:00:00,94.66
11/1/2022 16:00:00,90.5
11/2/2022 16:00:00,87.07
11/3/2022 16:00:00,83.49
11/4/2022 16:00:00,86.7
11/7/2022 16:00:00,88.65
11/8/2022 16:00:00,88.91
11/9/2022 16:00:00,87.4
11/10/2022 16:00:00,94.17
11/11/2022 16:00:00,96.73
11/14/2022 16:00:00,96.03
11/15/2022 16:00:00,98.72
11/16/2022 16:00:00,98.99
11/17/2022 16:00:00,98.5
11/18/2022 16:00:00,97.8
11/21/2022 16:00:00,95.83
11/22/2022 16:00:00,97.33
11/23/2022 16:00:00,98.82
11/25/2022 13:05:00,97.6
11/28/2022 16:00:00,96.25
11/29/2022 16:00:00,95.44
11/30/2022 16:00:00,101.45
12/1/2022 16:00:00,101.28
12/2/2022 16:00:00,100.83
12/5/2022 16:00:00,99.87
12/6/2022 16:00:00,97.31
12/7/2022 16:00:00,95.15
12/8/2022 16:00:00,93.95
12/9/2022 16:00:00,93.07
12/12/2022 16:00:00,93.56
12/13/2022 16:00:00,95.85
12/14/2022 16:00:00,95.31
12/15/2022 16:00:00,91.2
12/16/2022 16:00:00,90.86
12/19/2022 16:00:00,89.15
12/20/2022 16:00:00,89.63
12/21/2022 16:00:00,90.25
12/22/2022 16:00:00,88.26
12/23/2022 16:00:00,89.81
12/27/2022 16:00:00,87.93
12/28/2022 16:00:00,86.46
12/29/2022 16:00:00,88.95
12/30/2022 16:00:00,88.73
